resume_id,resume_text,resume_skills_norm,resume_titles_norm,resume_years_experience
2697_b9e86b,"data engineer, fintech engineer. data engineer with 7.23 years of experience building scalable systems. worked on ml pipelines. strong background in tensorflow, spring, docker, node.js, gcp. delivered high-impact solutions using modern engineering practices. technical skills: tensorflow, spring, docker, node.js, gcp, git, terraform. education: bachelor of science in computer science, department of mathematics. expertise includes: machine learning model training, agile methodologies, scrum, continuous integration deployment (ci/cd).","['tensorflow', 'spring', 'docker', 'node.js', 'gcp', 'git', 'terraform']","['data engineer', 'fintech engineer']",7.23
2698_764077,"data scientist. data scientist with 8.0 years of experience building scalable systems. worked on ml pipelines. strong background in react, sql, django, git, ci/cd. delivered high-impact solutions using modern engineering practices. technical skills: react, sql, django, git, ci/cd, swift, terraform, docker, kafka, java. education: bachelor of engineering, information systems. expertise includes: front-end and back-end integration, restful api development, microservices, system architecture design.","['react', 'sql', 'django', 'git', 'ci/cd', 'swift', 'terraform', 'docker', 'kafka', 'java']",['data scientist'],8.0
2699_4c9fbe,"full stack developer, e-commerce developer. full stack developer with 8.83 years of experience building scalable systems. worked on cloud-native apps. strong background in typescript, redis, vue, tensorflow, mongodb. delivered high-impact solutions using modern engineering practices. technical skills: typescript, redis, vue, tensorflow, mongodb, terraform, kafka, microservices, gcp, swift, flask, javascript. education: b.s. information technology, software engineering. expertise includes: front-end and back-end integration, developed algorithm optimization, system architecture design.","['typescript', 'redis', 'vue', 'tensorflow', 'mongodb', 'terraform', 'kafka', 'microservices', 'gcp', 'swift', 'flask', 'javascript']","['full stack developer', 'e-commerce developer']",8.83
2700_0f6679,"devops engineer, healthtech engineer. devops engineer with 11.1 years of experience building scalable systems. worked on cloud-native apps. strong background in kotlin, pandas, tensorflow, spring, ci/cd. delivered high-impact solutions using modern engineering practices. technical skills: kotlin, pandas, tensorflow, spring, ci/cd, azure. education: master of science, artificial intelligence and data science. expertise includes: managed database structures, system architecture design, continuous integration deployment (ci/cd).","['kotlin', 'pandas', 'tensorflow', 'spring', 'ci/cd', 'azure']","['devops engineer', 'healthtech engineer']",11.1
2701_cf6981,"site reliability engineer, cloud platforms engineer. site reliability engineer with 4.11 years of experience building scalable systems. worked on cloud-native apps. strong background in django, spring, python, react, kafka. delivered high-impact solutions using modern engineering practices. technical skills: django, spring, python, react, kafka, sql, angular, git, microservices, pytorch. education: m.sc computer science & engineering, big data analytics. expertise includes: continuous integration deployment (ci/cd), developed algorithm optimization, front-end and back-end integration.","['django', 'spring', 'python', 'react', 'kafka', 'sql', 'angular', 'git', 'microservices', 'pytorch']","['site reliability engineer', 'cloud platforms engineer']",4.11
2702_830847,"ai engineer, gaming engineer. ai engineer with 6.97 years of experience building scalable systems. worked on distributed systems. strong background in numpy, redis, gcp, rest apis, angular. delivered high-impact solutions using modern engineering practices. technical skills: numpy, redis, gcp, rest apis, angular, swift, microservices, pandas, aws, azure, pytorch. education: bachelor of engineering, information systems. expertise includes: developed algorithm optimization, system architecture design, machine learning model training.","['numpy', 'redis', 'gcp', 'rest apis', 'angular', 'swift', 'microservices', 'pandas', 'aws', 'azure', 'pytorch']","['ai engineer', 'gaming engineer']",6.97
2703_3dca25,"data engineer, gaming engineer. data engineer with 3.13 years of experience building scalable systems. worked on ml pipelines. strong background in tensorflow, git, numpy, vue, postgresql. delivered high-impact solutions using modern engineering practices. technical skills: tensorflow, git, numpy, vue, postgresql, ci/cd, linux, kafka, flask, java. education: b.s. information technology, software engineering. expertise includes: front-end and back-end integration, data pipeline orchestration, machine learning model training.","['tensorflow', 'git', 'numpy', 'vue', 'postgresql', 'ci/cd', 'linux', 'kafka', 'flask', 'java']","['data engineer', 'gaming engineer']",3.13
2704_3782cf,"site reliability engineer, healthtech engineer. site reliability engineer with 9.28 years of experience building scalable systems. worked on cloud-native apps. strong background in gcp, c++, react, ci/cd, azure. delivered high-impact solutions using modern engineering practices. technical skills: gcp, c++, react, ci/cd, azure, django, scikit-learn, angular, rust. education: m.sc computer science & engineering, big data analytics. expertise includes: managed database structures, machine learning model training, data pipeline orchestration.","['gcp', 'c++', 'react', 'ci/cd', 'azure', 'django', 'scikit-learn', 'angular', 'rust']","['site reliability engineer', 'healthtech engineer']",9.28
2705_404e3c,"ai engineer, fintech engineer. ai engineer with 7.2 years of experience building scalable systems. worked on secure platforms. strong background in gcp, kubernetes, rest apis, linux, redis. delivered high-impact solutions using modern engineering practices. technical skills: gcp, kubernetes, rest apis, linux, redis, ci/cd, vue, javascript. education: master of science, artificial intelligence and data science. expertise includes: managed database structures, restful api development, microservices, data pipeline orchestration.","['gcp', 'kubernetes', 'rest apis', 'linux', 'redis', 'ci/cd', 'vue', 'javascript']","['ai engineer', 'fintech engineer']",7.2
2706_b29244,"mobile app developer, cloud platforms developer. mobile app developer with 7.22 years of experience building scalable systems. worked on distributed systems. strong background in gcp, angular, git, rust, node.js. delivered high-impact solutions using modern engineering practices. technical skills: gcp, angular, git, rust, node.js, terraform, react, aws, kotlin, c++. education: b.s. information technology, software engineering. expertise includes: agile methodologies, scrum, machine learning model training, restful api development, microservices.","['gcp', 'angular', 'git', 'rust', 'node.js', 'terraform', 'react', 'aws', 'kotlin', 'c++']","['mobile app developer', 'cloud platforms developer']",7.22
2707_37337c,"mobile app developer, e-commerce developer. mobile app developer with 2.29 years of experience building scalable systems. worked on ml pipelines. strong background in c#, flask, sql, pytorch, redis. delivered high-impact solutions using modern engineering practices. technical skills: c#, flask, sql, pytorch, redis, git. education: m.sc computer science & engineering, big data analytics. expertise includes: cloud infrastructure provisioning, system architecture design, continuous integration deployment (ci/cd).","['c#', 'flask', 'sql', 'pytorch', 'redis', 'git']","['mobile app developer', 'e-commerce developer']",2.29
2708_962abf,"ai engineer, ai systems engineer. ai engineer with 11.36 years of experience building scalable systems. worked on cloud-native apps. strong background in python, django, react, pytorch, terraform. delivered high-impact solutions using modern engineering practices. technical skills: python, django, react, pytorch, terraform, mongodb, angular, typescript, aws. education: bachelor of science in computer science, department of mathematics. expertise includes: developed algorithm optimization, managed database structures, cloud infrastructure provisioning.","['python', 'django', 'react', 'pytorch', 'terraform', 'mongodb', 'angular', 'typescript', 'aws']","['ai engineer', 'ai systems engineer']",11.36
2709_5e5da2,"blockchain developer, cloud platforms developer. blockchain developer with 5.27 years of experience building scalable systems. worked on real-time analytics. strong background in rest apis, tensorflow, docker, mongodb, kafka. delivered high-impact solutions using modern engineering practices. technical skills: rest apis, tensorflow, docker, mongodb, kafka, kotlin, microservices. education: bachelor of engineering, information systems. expertise includes: continuous integration deployment (ci/cd), restful api development, microservices, front-end and back-end integration.","['rest apis', 'tensorflow', 'docker', 'mongodb', 'kafka', 'kotlin', 'microservices']","['blockchain developer', 'cloud platforms developer']",5.27
2710_95a7fb,"backend developer, cloud platforms developer. backend developer with 8.07 years of experience building scalable systems. worked on distributed systems. strong background in graphql, numpy, angular, javascript, c#. delivered high-impact solutions using modern engineering practices. technical skills: graphql, numpy, angular, javascript, c#, azure, mongodb. education: master of science, artificial intelligence and data science. expertise includes: agile methodologies, scrum, developed algorithm optimization, managed database structures.","['graphql', 'numpy', 'angular', 'javascript', 'c#', 'azure', 'mongodb']","['backend developer', 'cloud platforms developer']",8.07
2711_0773b2,"backend developer, gaming developer. backend developer with 6.83 years of experience building scalable systems. worked on ml pipelines. strong background in c++, pytorch, terraform, scikit-learn, tensorflow. delivered high-impact solutions using modern engineering practices. technical skills: c++, pytorch, terraform, scikit-learn, tensorflow, numpy, node.js, go, ci/cd. education: m.sc computer science & engineering, big data analytics. expertise includes: system architecture design, cloud infrastructure provisioning, restful api development, microservices.","['c++', 'pytorch', 'terraform', 'scikit-learn', 'tensorflow', 'numpy', 'node.js', 'go', 'ci/cd']","['backend developer', 'gaming developer']",6.83
2712_cd5d1c,"machine learning engineer, cloud platforms engineer. machine learning engineer with 4.65 years of experience building scalable systems. worked on secure platforms. strong background in kubernetes, pandas, aws, gcp, redis. delivered high-impact solutions using modern engineering practices. technical skills: kubernetes, pandas, aws, gcp, redis, kafka. education: bachelor of engineering, information systems. expertise includes: managed database structures, cloud infrastructure provisioning, continuous integration deployment (ci/cd).","['kubernetes', 'pandas', 'aws', 'gcp', 'redis', 'kafka']","['machine learning engineer', 'cloud platforms engineer']",4.65
2713_bcc38d,"cloud engineer, cloud platforms engineer. cloud engineer with 2.08 years of experience building scalable systems. worked on distributed systems. strong background in vue, linux, gcp, django, kotlin. delivered high-impact solutions using modern engineering practices. technical skills: vue, linux, gcp, django, kotlin, c#, typescript, java, swift, pandas, microservices. education: bachelor of science in computer science, department of mathematics. expertise includes: cloud infrastructure provisioning, machine learning model training, managed database structures.","['vue', 'linux', 'gcp', 'django', 'kotlin', 'c#', 'typescript', 'java', 'swift', 'pandas', 'microservices']","['cloud engineer', 'cloud platforms engineer']",2.08
2714_bbeb9d,"frontend developer, cloud platforms developer. frontend developer with 4.06 years of experience building scalable systems. worked on ml pipelines. strong background in scikit-learn, mongodb, spring, pytorch, azure. delivered high-impact solutions using modern engineering practices. technical skills: scikit-learn, mongodb, spring, pytorch, azure, ci/cd, react, pandas, terraform, c#, go, python. education: bachelor of science in computer science, department of mathematics. expertise includes: front-end and back-end integration, data pipeline orchestration, system architecture design.","['scikit-learn', 'mongodb', 'spring', 'pytorch', 'azure', 'ci/cd', 'react', 'pandas', 'terraform', 'c#', 'go', 'python']","['frontend developer', 'cloud platforms developer']",4.06
2715_c8105a,"blockchain developer, gaming developer. blockchain developer with 2.33 years of experience building scalable systems. worked on secure platforms. strong background in mongodb, sql, c++, kotlin, c#. delivered high-impact solutions using modern engineering practices. technical skills: mongodb, sql, c++, kotlin, c#, swift, docker, kafka, spring, microservices, rest apis, angular. education: bachelor of engineering, information systems. expertise includes: machine learning model training, restful api development, microservices, agile methodologies, scrum.","['mongodb', 'sql', 'c++', 'kotlin', 'c#', 'swift', 'docker', 'kafka', 'spring', 'microservices', 'rest apis', 'angular']","['blockchain developer', 'gaming developer']",2.33
2716_272ab3,"mobile app developer, fintech developer. mobile app developer with 3.86 years of experience building scalable systems. worked on distributed systems. strong background in mongodb, sql, flask, terraform, django. delivered high-impact solutions using modern engineering practices. technical skills: mongodb, sql, flask, terraform, django, c++, ci/cd, node.js, pytorch, spring. education: m.sc computer science & engineering, big data analytics. expertise includes: restful api development, microservices, managed database structures, system architecture design.","['mongodb', 'sql', 'flask', 'terraform', 'django', 'c++', 'ci/cd', 'node.js', 'pytorch', 'spring']","['mobile app developer', 'fintech developer']",3.86
2717_7cbe6e,"mobile app developer, fintech developer. mobile app developer with 10.68 years of experience building scalable systems. worked on ml pipelines. strong background in flask, django, linux, docker, postgresql. delivered high-impact solutions using modern engineering practices. technical skills: flask, django, linux, docker, postgresql, graphql, python, vue, typescript. education: bachelor of science in computer science, department of mathematics. expertise includes: continuous integration deployment (ci/cd), agile methodologies, scrum, managed database structures.","['flask', 'django', 'linux', 'docker', 'postgresql', 'graphql', 'python', 'vue', 'typescript']","['mobile app developer', 'fintech developer']",10.68
2718_4c1480,"cloud engineer, cloud platforms engineer. cloud engineer with 2.25 years of experience building scalable systems. worked on secure platforms. strong background in rest apis, node.js, azure, kotlin, c#. delivered high-impact solutions using modern engineering practices. technical skills: rest apis, node.js, azure, kotlin, c#, scikit-learn, postgresql. education: m.sc computer science & engineering, big data analytics. expertise includes: continuous integration deployment (ci/cd), agile methodologies, scrum, front-end and back-end integration.","['rest apis', 'node.js', 'azure', 'kotlin', 'c#', 'scikit-learn', 'postgresql']","['cloud engineer', 'cloud platforms engineer']",2.25
2719_a7d3a7,"site reliability engineer, gaming engineer. site reliability engineer with 6.41 years of experience building scalable systems. worked on real-time analytics. strong background in pandas, vue, ci/cd, azure, go. delivered high-impact solutions using modern engineering practices. technical skills: pandas, vue, ci/cd, azure, go, postgresql, gcp, linux. education: m.sc computer science & engineering, big data analytics. expertise includes: agile methodologies, scrum, cloud infrastructure provisioning, front-end and back-end integration.","['pandas', 'vue', 'ci/cd', 'azure', 'go', 'postgresql', 'gcp', 'linux']","['site reliability engineer', 'gaming engineer']",6.41
2720_00aa46,"site reliability engineer, ai systems engineer. site reliability engineer with 7.69 years of experience building scalable systems. worked on distributed systems. strong background in linux, sql, mongodb, flask, kubernetes. delivered high-impact solutions using modern engineering practices. technical skills: linux, sql, mongodb, flask, kubernetes, git, c#, microservices. education: m.sc computer science & engineering, big data analytics. expertise includes: continuous integration deployment (ci/cd), cloud infrastructure provisioning, machine learning model training.","['linux', 'sql', 'mongodb', 'flask', 'kubernetes', 'git', 'c#', 'microservices']","['site reliability engineer', 'ai systems engineer']",7.69
2721_52f188,"cloud engineer, healthtech engineer. cloud engineer with 11.28 years of experience building scalable systems. worked on cloud-native apps. strong background in graphql, kotlin, gcp, django, typescript. delivered high-impact solutions using modern engineering practices. technical skills: graphql, kotlin, gcp, django, typescript, java, aws, angular, rest apis, microservices, scikit-learn. education: master of science, artificial intelligence and data science. expertise includes: developed algorithm optimization, managed database structures, agile methodologies, scrum.","['graphql', 'kotlin', 'gcp', 'django', 'typescript', 'java', 'aws', 'angular', 'rest apis', 'microservices', 'scikit-learn']","['cloud engineer', 'healthtech engineer']",11.28
2722_0b2149,"cloud engineer, e-commerce engineer. cloud engineer with 1.85 years of experience building scalable systems. worked on ml pipelines. strong background in swift, c++, azure, javascript, numpy. delivered high-impact solutions using modern engineering practices. technical skills: swift, c++, azure, javascript, numpy, aws, spring, go, react, rest apis. education: m.sc computer science & engineering, big data analytics. expertise includes: data pipeline orchestration, developed algorithm optimization, cloud infrastructure provisioning.","['swift', 'c++', 'azure', 'javascript', 'numpy', 'aws', 'spring', 'go', 'react', 'rest apis']","['cloud engineer', 'e-commerce engineer']",1.85
2723_590d59,"site reliability engineer, ai systems engineer. site reliability engineer with 0.72 years of experience building scalable systems. worked on cloud-native apps. strong background in rest apis, python, go, c++, git. delivered high-impact solutions using modern engineering practices. technical skills: rest apis, python, go, c++, git, django, react, docker, redis. education: b.s. information technology, software engineering. expertise includes: continuous integration deployment (ci/cd), restful api development, microservices, developed algorithm optimization.","['rest apis', 'python', 'go', 'c++', 'git', 'django', 'react', 'docker', 'redis']","['site reliability engineer', 'ai systems engineer']",0.72
2724_82d3fa,"machine learning engineer, fintech engineer. machine learning engineer with 10.87 years of experience building scalable systems. worked on secure platforms. strong background in linux, docker, terraform, spring, vue. delivered high-impact solutions using modern engineering practices. technical skills: linux, docker, terraform, spring, vue, gcp, numpy, pytorch, rest apis, java. education: bachelor of science in computer science, department of mathematics. expertise includes: continuous integration deployment (ci/cd), agile methodologies, scrum, cloud infrastructure provisioning.","['linux', 'docker', 'terraform', 'spring', 'vue', 'gcp', 'numpy', 'pytorch', 'rest apis', 'java']","['machine learning engineer', 'fintech engineer']",10.87
2725_b341d7,"machine learning engineer, gaming engineer. machine learning engineer with 9.18 years of experience building scalable systems. worked on cloud-native apps. strong background in tensorflow, react, git, kafka, flask. delivered high-impact solutions using modern engineering practices. technical skills: tensorflow, react, git, kafka, flask, rust, spring. education: master of science, artificial intelligence and data science. expertise includes: cloud infrastructure provisioning, data pipeline orchestration, restful api development, microservices.","['tensorflow', 'react', 'git', 'kafka', 'flask', 'rust', 'spring']","['machine learning engineer', 'gaming engineer']",9.18
2726_53d5ed,"cybersecurity analyst. cybersecurity analyst with 11.77 years of experience building scalable systems. worked on distributed systems. strong background in postgresql, python, c#, aws, flask. delivered high-impact solutions using modern engineering practices. technical skills: postgresql, python, c#, aws, flask, microservices, scikit-learn, swift, mongodb, typescript, pytorch. education: bachelor of science in computer science, department of mathematics. expertise includes: restful api development, microservices, data pipeline orchestration, agile methodologies, scrum.","['postgresql', 'python', 'c#', 'aws', 'flask', 'microservices', 'scikit-learn', 'swift', 'mongodb', 'typescript', 'pytorch']",['cybersecurity analyst'],11.77
2727_cda8cd,"embedded systems engineer, e-commerce engineer. embedded systems engineer with 7.32 years of experience building scalable systems. worked on ml pipelines. strong background in java, node.js, kotlin, linux, sql. delivered high-impact solutions using modern engineering practices. technical skills: java, node.js, kotlin, linux, sql, typescript. education: m.sc computer science & engineering, big data analytics. expertise includes: developed algorithm optimization, restful api development, microservices, cloud infrastructure provisioning.","['java', 'node.js', 'kotlin', 'linux', 'sql', 'typescript']","['embedded systems engineer', 'e-commerce engineer']",7.32
2728_64ecac,"cloud engineer, fintech engineer. cloud engineer with 1.79 years of experience building scalable systems. worked on ml pipelines. strong background in gcp, sql, python, graphql, microservices. delivered high-impact solutions using modern engineering practices. technical skills: gcp, sql, python, graphql, microservices, rest apis, aws, node.js, typescript. education: bachelor of science in computer science, department of mathematics. expertise includes: system architecture design, cloud infrastructure provisioning, developed algorithm optimization.","['gcp', 'sql', 'python', 'graphql', 'microservices', 'rest apis', 'aws', 'node.js', 'typescript']","['cloud engineer', 'fintech engineer']",1.79
2729_36f23b,"cybersecurity analyst. cybersecurity analyst with 10.92 years of experience building scalable systems. worked on distributed systems. strong background in gcp, sql, microservices, git, kubernetes. delivered high-impact solutions using modern engineering practices. technical skills: gcp, sql, microservices, git, kubernetes, kafka, go, vue, django. education: bachelor of science in computer science, department of mathematics. expertise includes: managed database structures, continuous integration deployment (ci/cd), cloud infrastructure provisioning.","['gcp', 'sql', 'microservices', 'git', 'kubernetes', 'kafka', 'go', 'vue', 'django']",['cybersecurity analyst'],10.92
2730_0af803,"data scientist. data scientist with 9.48 years of experience building scalable systems. worked on secure platforms. strong background in spring, c#, linux, typescript, numpy. delivered high-impact solutions using modern engineering practices. technical skills: spring, c#, linux, typescript, numpy, pytorch, gcp, kafka, node.js, javascript. education: b.s. information technology, software engineering. expertise includes: developed algorithm optimization, continuous integration deployment (ci/cd), machine learning model training.","['spring', 'c#', 'linux', 'typescript', 'numpy', 'pytorch', 'gcp', 'kafka', 'node.js', 'javascript']",['data scientist'],9.48
2731_508a00,"data scientist. data scientist with 10.63 years of experience building scalable systems. worked on cloud-native apps. strong background in linux, spring, python, angular, kubernetes. delivered high-impact solutions using modern engineering practices. technical skills: linux, spring, python, angular, kubernetes, redis, mongodb, scikit-learn, vue, java. education: b.s. information technology, software engineering. expertise includes: agile methodologies, scrum, data pipeline orchestration, machine learning model training.","['linux', 'spring', 'python', 'angular', 'kubernetes', 'redis', 'mongodb', 'scikit-learn', 'vue', 'java']",['data scientist'],10.63
2732_a3b582,"devops engineer, healthtech engineer. devops engineer with 5.22 years of experience building scalable systems. worked on real-time analytics. strong background in pytorch, postgresql, aws, pandas, flask. delivered high-impact solutions using modern engineering practices. technical skills: pytorch, postgresql, aws, pandas, flask, kotlin, swift. education: bachelor of engineering, information systems. expertise includes: continuous integration deployment (ci/cd), managed database structures, cloud infrastructure provisioning.","['pytorch', 'postgresql', 'aws', 'pandas', 'flask', 'kotlin', 'swift']","['devops engineer', 'healthtech engineer']",5.22
2733_f145f0,"full stack developer, ai systems developer. full stack developer with 5.99 years of experience building scalable systems. worked on ml pipelines. strong background in python, flask, sql, swift, c#. delivered high-impact solutions using modern engineering practices. technical skills: python, flask, sql, swift, c#, angular, mongodb, microservices, c++, postgresql. education: bachelor of science in computer science, department of mathematics. expertise includes: system architecture design, developed algorithm optimization, continuous integration deployment (ci/cd).","['python', 'flask', 'sql', 'swift', 'c#', 'angular', 'mongodb', 'microservices', 'c++', 'postgresql']","['full stack developer', 'ai systems developer']",5.99
2734_65e1e4,"data scientist. data scientist with 4.14 years of experience building scalable systems. worked on distributed systems. strong background in docker, graphql, swift, javascript, rust. delivered high-impact solutions using modern engineering practices. technical skills: docker, graphql, swift, javascript, rust, spring, rest apis, terraform, postgresql, java. education: master of science, artificial intelligence and data science. expertise includes: developed algorithm optimization, data pipeline orchestration, cloud infrastructure provisioning.","['docker', 'graphql', 'swift', 'javascript', 'rust', 'spring', 'rest apis', 'terraform', 'postgresql', 'java']",['data scientist'],4.14
2735_02b34b,"site reliability engineer, ai systems engineer. site reliability engineer with 9.51 years of experience building scalable systems. worked on cloud-native apps. strong background in vue, git, rest apis, azure, numpy. delivered high-impact solutions using modern engineering practices. technical skills: vue, git, rest apis, azure, numpy, django, terraform, kubernetes, spring, scikit-learn, aws, swift. education: bachelor of science in computer science, department of mathematics. expertise includes: front-end and back-end integration, developed algorithm optimization, machine learning model training.","['vue', 'git', 'rest apis', 'azure', 'numpy', 'django', 'terraform', 'kubernetes', 'spring', 'scikit-learn', 'aws', 'swift']","['site reliability engineer', 'ai systems engineer']",9.51
2736_7e8143,"devops engineer, gaming engineer. devops engineer with 1.79 years of experience building scalable systems. worked on secure platforms. strong background in rust, gcp, linux, java, docker. delivered high-impact solutions using modern engineering practices. technical skills: rust, gcp, linux, java, docker, c#, postgresql, typescript. education: b.s. information technology, software engineering. expertise includes: restful api development, microservices, developed algorithm optimization, continuous integration deployment (ci/cd).","['rust', 'gcp', 'linux', 'java', 'docker', 'c#', 'postgresql', 'typescript']","['devops engineer', 'gaming engineer']",1.79
2737_2091bd,"frontend developer, gaming developer. frontend developer with 11.12 years of experience building scalable systems. worked on real-time analytics. strong background in microservices, git, angular, graphql, mongodb. delivered high-impact solutions using modern engineering practices. technical skills: microservices, git, angular, graphql, mongodb, scikit-learn. education: master of science, artificial intelligence and data science. expertise includes: developed algorithm optimization, machine learning model training, front-end and back-end integration.","['microservices', 'git', 'angular', 'graphql', 'mongodb', 'scikit-learn']","['frontend developer', 'gaming developer']",11.12
2738_de0802,"ai engineer, fintech engineer. ai engineer with 10.37 years of experience building scalable systems. worked on cloud-native apps. strong background in sql, graphql, c++, scikit-learn, vue. delivered high-impact solutions using modern engineering practices. technical skills: sql, graphql, c++, scikit-learn, vue, kubernetes, pandas, django, javascript, flask, gcp. education: master of science, artificial intelligence and data science. expertise includes: developed algorithm optimization, data pipeline orchestration, front-end and back-end integration.","['sql', 'graphql', 'c++', 'scikit-learn', 'vue', 'kubernetes', 'pandas', 'django', 'javascript', 'flask', 'gcp']","['ai engineer', 'fintech engineer']",10.37
2739_ce32d6,"ai engineer, gaming engineer. ai engineer with 11.94 years of experience building scalable systems. worked on ml pipelines. strong background in gcp, go, graphql, sql, node.js. delivered high-impact solutions using modern engineering practices. technical skills: gcp, go, graphql, sql, node.js, git, docker, microservices, react, swift, rust. education: m.sc computer science & engineering, big data analytics. expertise includes: front-end and back-end integration, machine learning model training, continuous integration deployment (ci/cd).","['gcp', 'go', 'graphql', 'sql', 'node.js', 'git', 'docker', 'microservices', 'react', 'swift', 'rust']","['ai engineer', 'gaming engineer']",11.94
2740_c47447,"data engineer, e-commerce engineer. data engineer with 8.71 years of experience building scalable systems. worked on real-time analytics. strong background in tensorflow, postgresql, ci/cd, sql, mongodb. delivered high-impact solutions using modern engineering practices. technical skills: tensorflow, postgresql, ci/cd, sql, mongodb, numpy, javascript, git. education: bachelor of engineering, information systems. expertise includes: managed database structures, cloud infrastructure provisioning, developed algorithm optimization.","['tensorflow', 'postgresql', 'ci/cd', 'sql', 'mongodb', 'numpy', 'javascript', 'git']","['data engineer', 'e-commerce engineer']",8.71
2741_26222f,"data scientist. data scientist with 2.64 years of experience building scalable systems. worked on distributed systems. strong background in scikit-learn, swift, linux, redis, javascript. delivered high-impact solutions using modern engineering practices. technical skills: scikit-learn, swift, linux, redis, javascript, django, flask, c++, spring. education: m.sc computer science & engineering, big data analytics. expertise includes: machine learning model training, agile methodologies, scrum, restful api development, microservices.","['scikit-learn', 'swift', 'linux', 'redis', 'javascript', 'django', 'flask', 'c++', 'spring']",['data scientist'],2.64
2742_f449cc,"game developer, gaming developer. game developer with 9.62 years of experience building scalable systems. worked on secure platforms. strong background in swift, pandas, mongodb, python, javascript. delivered high-impact solutions using modern engineering practices. technical skills: swift, pandas, mongodb, python, javascript, spring, flask, angular, django, rust, c++. education: b.s. information technology, software engineering. expertise includes: developed algorithm optimization, system architecture design, data pipeline orchestration.","['swift', 'pandas', 'mongodb', 'python', 'javascript', 'spring', 'flask', 'angular', 'django', 'rust', 'c++']","['game developer', 'gaming developer']",9.62
2743_70e14f,"full stack developer, gaming developer. full stack developer with 7.61 years of experience building scalable systems. worked on secure platforms. strong background in vue, azure, node.js, pandas, gcp. delivered high-impact solutions using modern engineering practices. technical skills: vue, azure, node.js, pandas, gcp, git, typescript, angular, numpy. education: m.sc computer science & engineering, big data analytics. expertise includes: developed algorithm optimization, restful api development, microservices, machine learning model training.","['vue', 'azure', 'node.js', 'pandas', 'gcp', 'git', 'typescript', 'angular', 'numpy']","['full stack developer', 'gaming developer']",7.61
2744_9c8470,"machine learning engineer, e-commerce engineer. machine learning engineer with 8.33 years of experience building scalable systems. worked on real-time analytics. strong background in terraform, linux, java, django, typescript. delivered high-impact solutions using modern engineering practices. technical skills: terraform, linux, java, django, typescript, rust, postgresql. education: m.sc computer science & engineering, big data analytics. expertise includes: restful api development, microservices, data pipeline orchestration, continuous integration deployment (ci/cd).","['terraform', 'linux', 'java', 'django', 'typescript', 'rust', 'postgresql']","['machine learning engineer', 'e-commerce engineer']",8.33
2745_b294cf,"mobile app developer, cloud platforms developer. mobile app developer with 8.48 years of experience building scalable systems. worked on real-time analytics. strong background in linux, django, pandas, postgresql, node.js. delivered high-impact solutions using modern engineering practices. technical skills: linux, django, pandas, postgresql, node.js, microservices, c++. education: bachelor of science in computer science, department of mathematics. expertise includes: cloud infrastructure provisioning, front-end and back-end integration, machine learning model training.","['linux', 'django', 'pandas', 'postgresql', 'node.js', 'microservices', 'c++']","['mobile app developer', 'cloud platforms developer']",8.48
2746_a890b3,"backend developer, ai systems developer. backend developer with 1.22 years of experience building scalable systems. worked on cloud-native apps. strong background in git, linux, ci/cd, django, kubernetes. delivered high-impact solutions using modern engineering practices. technical skills: git, linux, ci/cd, django, kubernetes, gcp, rest apis, swift, flask, c++. education: b.s. information technology, software engineering. expertise includes: system architecture design, developed algorithm optimization, cloud infrastructure provisioning.","['git', 'linux', 'ci/cd', 'django', 'kubernetes', 'gcp', 'rest apis', 'swift', 'flask', 'c++']","['backend developer', 'ai systems developer']",1.22
2747_d97c49,"cloud engineer, ai systems engineer. cloud engineer with 7.1 years of experience building scalable systems. worked on cloud-native apps. strong background in c#, react, pytorch, rust, scikit-learn. delivered high-impact solutions using modern engineering practices. technical skills: c#, react, pytorch, rust, scikit-learn, angular, typescript, flask. education: m.sc computer science & engineering, big data analytics. expertise includes: system architecture design, cloud infrastructure provisioning, machine learning model training.","['c#', 'react', 'pytorch', 'rust', 'scikit-learn', 'angular', 'typescript', 'flask']","['cloud engineer', 'ai systems engineer']",7.1
2748_b470e9,"machine learning engineer, cloud platforms engineer. machine learning engineer with 8.66 years of experience building scalable systems. worked on secure platforms. strong background in redis, kubernetes, go, postgresql, microservices. delivered high-impact solutions using modern engineering practices. technical skills: redis, kubernetes, go, postgresql, microservices, flask, typescript, swift, sql, mongodb. education: m.sc computer science & engineering, big data analytics. expertise includes: continuous integration deployment (ci/cd), developed algorithm optimization, agile methodologies, scrum.","['redis', 'kubernetes', 'go', 'postgresql', 'microservices', 'flask', 'typescript', 'swift', 'sql', 'mongodb']","['machine learning engineer', 'cloud platforms engineer']",8.66
2749_c8998f,"embedded systems engineer, fintech engineer. embedded systems engineer with 2.52 years of experience building scalable systems. worked on secure platforms. strong background in rust, kafka, flask, terraform, aws. delivered high-impact solutions using modern engineering practices. technical skills: rust, kafka, flask, terraform, aws, tensorflow, typescript, scikit-learn. education: bachelor of engineering, information systems. expertise includes: agile methodologies, scrum, restful api development, microservices, continuous integration deployment (ci/cd).","['rust', 'kafka', 'flask', 'terraform', 'aws', 'tensorflow', 'typescript', 'scikit-learn']","['embedded systems engineer', 'fintech engineer']",2.52
